"oid","name","code","price","sale-price","orderable","ship-weight","taxable"
"powecob89","Pollardi Wedding  Collection - <br>Paris","POParis","1860.00 ",,"Yes",,"Yes"
"powecob9","Pollardi Wedding  Collection - <br>Nobility","PONOBILITY","1950.00 ",,"Yes",,"Yes"
"powecob90","Pollardi Wedding  Collection - <br>Salma","POSalma","1815.00 ",,"Yes",,"Yes"
"powecob91","Pollardi Wedding  Collection - <br>Julia","POJulia","1710.00 ",,"Yes",,"Yes"
"powecob92","Pollardi Wedding  Collection - <br>Sandra","POSandra","1470.00 ",,"Yes",,"Yes"
"powecob93","Pollardi Wedding  Collection - <br>Kristen","POKristen","2055.00 ",,"Yes",,"Yes"
"powecob94","Pollardi Wedding  Collection - <br>Monica","POMonica","1470.00 ",,"Yes",,"Yes"
"powecob95","Pollardi Wedding  Collection - <br>Sarah","POSarah","1800.00 ",,"Yes",,"Yes"
"powecob96","Pollardi Wedding  Collection - <br>Beatrice","POBeatrice","1770.00 ",,"Yes",,"Yes"
"powecob97","Pollardi Wedding  Collection - <br>Isabella","newitem538875883","1380.00 ",,"Yes",,"Yes"
"powecob98","Pollardi Wedding  Collection - <br>Juana","POJuana","1500.00 ",,"Yes",,"Yes"
"powecob99","Pollardi Wedding  Collection - <br>Anna","POAnna","1275.00 ",,"Yes",,"Yes"
"powecobad","Pollardi Wedding  Collection - <br> Admiration","POADMIRATION","1380.00 ",,"Yes",,"Yes"
"powecobau","Pollardi Wedding  Collection - <br> Aura","LIAURA","1215.00 ",,"Yes",,"Yes"
"powecobbr","Pollardi Wedding  Collection - <br> Brilliance","POBrilliance","2340.00 ",,"Yes",,"Yes"
"powecobch","Pollardi Wedding  Collection - <br> Charm","POCHARM","1830.00 ",,"Yes",,"Yes"
"powecobcl","Pollardi Wedding  Collection - <br> Classic","POCLASSIC","1950.00 ",,"Yes",,"Yes"
"powecobco","Pollardi Wedding  Collection - <br> Couth","POCouth","1560.00 ",,"Yes",,"Yes"
"powecobda","Pollardi Wedding  Collection - <br> Daze","PODaze","2340.00 ",,"Yes",,"Yes"
"powecobde","Pollardi Wedding  Collection - <br> Delirium","PODELIRIUM","1830.00 ",,"Yes",,"Yes"
"powecobdi","Pollardi Wedding  Collection - <br> Dignity","PODIGNITY","1485.00 ",,"Yes",,"Yes"
"powecobdi1","Pollardi Wedding  Collection - <br> Distinction","PODISTINCTION","1755.00 ",,"Yes",,"Yes"
"powecobdy","Pollardi Wedding  Collection - <br>  Dynasty","PODYNASTY","2145.00 ",,"Yes",,"Yes"
"powecobec","Pollardi Wedding  Collection - <br> Ecstasy","POECSTASY","1755.00 ",,"Yes",,"Yes"
"powecobef","Pollardi Wedding  Collection - <br> Effect","POeffect","1755.00 ",,"Yes",,"Yes"
"powecobel","Pollardi Wedding  Collection - <br> Elif","POElif","1950.00 ",,"Yes",,"Yes"
"powecoben","Pollardi Wedding  Collection - <br> Enchantment","POEnchantment","2580.00 ",,"Yes",,"Yes"
"powecoben1","Pollardi Wedding  Collection - <br> Enthusiasm","POENTHUSIASM","2145.00 ",,"Yes",,"Yes"
"powecobex","Pollardi Wedding  Collection - <br> Excitement","POEXCITEMENT","1755.00 ",,"Yes",,"Yes"
"powecobfa","Pollardi Wedding  Collection - <br> Fabulous","POFabulous","1890.00 ",,"Yes",,"Yes"
"powecobfu","Pollardi Wedding  Collection - <br> Furor","POFuror","1500.00 ",,"Yes",,"Yes"
"powecobgl1","Pollardi Wedding  Collection - <br> Glee","POGLEE","2805.00 ",,"Yes",,"Yes"
"powecobglsp","Pollardi Wedding  Collection - <br> Glow Sparkle","POGLOWSPARKLE","1635.00 ",,"Yes",,"Yes"
"powecobgr","Pollardi Wedding  Collection - <br> Grandeour","POGRANDEOUR","1755.00 ",,"Yes",,"Yes"
"powecobgr1","Pollardi Wedding  Collection - <br> Greatness","POGREATNESS","2415.00 ",,"Yes",,"Yes"
"powecobgr2","Pollardi Wedding  Collection - <br> Gracefulness","POGRACEFULNESS","2250.00 ",,"Yes",,"Yes"
"powecobhy","Pollardi Wedding  Collection - <br> Hypnosis","POHypnosis","1770.00 ",,"Yes",,"Yes"
"powecoblu","Pollardi Wedding  Collection - <br> Luxury","POLUXURY","2325.00 ",,"Yes",,"Yes"
"powecobma","Pollardi Wedding  Collection - <br> Magnetism","POmagnetism","1755.00 ",,"Yes",,"Yes"
"powecobma1","Pollardi Wedding  Collection - <br> Magnificence","POMAGNIFICENCE","1905.00 ",,"Yes",,"Yes"
"powecobma2","Pollardi Wedding  Collection - <br> Mastery","POMASTERY","1815.00 ",,"Yes",,"Yes"
"powecobme","Pollardi Wedding  Collection - <br> Melek","POMelek","1755.00 ",,"Yes",,"Yes"
"powecobmy","Pollardi Wedding  Collection - <br> Mystery","POMYSTERY","1830.00 ",,"Yes",,"Yes"
"powecobob","Pollardi Wedding  Collection - <br> Oblivion","POoblivion","1755.00 ",,"Yes",,"Yes"
"powecobonean","Pollardi Wedding  Collection - <br> One and Only","POONEANDONLY","1470.00 ",,"Yes",,"Yes"
"powecobpe","Pollardi Wedding  Collection - <br> Perfection","POPerfection","1770.00 ",,"Yes",,"Yes"
"powecobpr","Pollardi Wedding  Collection - <br> Princess","POPrincess","2115.00 ",,"Yes",,"Yes"
"powecobqu","Pollardi Wedding  Collection - <br> Queenliness","POQUEENLINESS","1800.00 ",,"Yes",,"Yes"
"powecobre","Pollardi Wedding  Collection - <br> Regina","POREGINA","1560.00 ",,"Yes",,"Yes"
"powecobro","Pollardi Wedding  Collection - <br> Royalness","POROYALNESS","1830.00 ",,"Yes",,"Yes"
"powecobsh","Pollardi Wedding Collection - <br> Shininess","POshininess","1380.00 ",,"Yes",,"Yes"
"powecobsp","Pollardi Wedding  Collection - <br> Splendor","POSplendor","3120.00 ",,"Yes",,"Yes"
"powecobsu","Pollardi Wedding  Collection - <br> Success","POSuccess","2160.00 ",,"Yes",,"Yes"
"powecobun","Pollardi Wedding  Collection - <br> Uniqueness","POUNIQUENESS","1695.00 ",,"Yes",,"Yes"
"powecobwo","Pollardi Wedding  Collection - <br> Worth","POWORTH","1755.00 ",,"Yes",,"Yes"
"powecobze","Pollardi Wedding  Collection - <br> Zeinep","POZeinep","1680.00 ",,"Yes",,"Yes"
"powecope","Pollardi Wedding  Collection - <br>Performance","POPerformance","1695.00 ",,"Yes",,"Yes"
"prnimidrbni","Pronovias Nicole Milano Dress - <br> NI12113","NI12113","2260.00 ",,"Yes",,"Yes"
"prnimidrbni1","Pronovias Nicole Milano Dress - <br>  NI12138","NI12138","1490.00 ",,"Yes",,"Yes"
"profmasofa20","Sneak Preview of Maggie Sottero Fall 2021","NULL",,,"No",,"Yes"
"prwhonedrb","Pronovias White One Dress - <br>Starflower","WOSTARFLOWER","1390.00 ",,"Yes",,"Yes"
"prwhonedrb1","Pronovias White One Dress - <br>Sunbeam","WOSUNBEAM","1430.00 ",,"Yes",,"Yes"
"prwhonedrb2","Pronovias White One Dress - <br>Skyblue","WOSKYBLUE","1250.00 ",,"Yes",,"Yes"
"prwhonedrb3","Pronovias White One Dress - <br>Senna","WOSENNA","1140.00 ",,"Yes",,"Yes"
"prwhonedrb4","Pronovias White One Dress - <br>Romulea","WOROMULEA","1380.00 ",,"Yes",,"Yes"
"prwhonedrb5","Pronovias White One Dress - <br>","WOCLUSIANA","1090.00 ",,"Yes",,"Yes"
"prwhonedrb6","Pronovias White One Dress - <br>Bergamot","WOBERGAMOT","1430.00 ",,"Yes",,"Yes"
"prwhonedrb7","Pronovias White One Dress - <br> Alexandres","WOALEXANDRES","1300.00 ",,"Yes",,"Yes"
"prwhonedrb8","Pronovias White One Dress - <br>Spring","WOSPRING","1150.00 ",,"Yes",,"Yes"
"prwhonedrb9","Pronovias White One Dress - <br>Periwinkle","WOPERIWINKLE","1250.00 ",,"Yes",,"Yes"
"prwhonedrban1","Pronovias White One Dress - <br> Angelica","WOANGELICA","1300.00 ",,"Yes",,"Yes"
"prwhonedrbar","Pronovias White One Dress - <br> Aroma","WOAROMA","1270.00 ",,"Yes",,"Yes"
"prwhonedrbbl","Pronovias White One Dress - <br> Bluemink","WOBLUEMINK","1270.00 ",,"Yes",,"Yes"
"prwhonedrbbo","Pronovias White One Dress - <br> Bonset","newitem526347482","1430.00 ",,"Yes",,"Yes"
"prwhonedrbbr","Pronovias White One Dress - <br> Bristly","WOBRISTLY","1250.00 ",,"Yes",,"Yes"
"prwhonedrbbr1","Pronovias White One Dress - <br> Bradbury","WOBRADBURY","1240.00 ",,"Yes",,"Yes"
"prwhonedrbbu","Pronovias White One Dress - <br> Butterfly","WOBUTTERFLY","1430.00 ",,"Yes",,"Yes"
"prwhonedrbca","Pronovias White One Dress - <br> Carmine","WOCARMINE","1240.00 ",,"Yes",,"Yes"
"prwhonedrbci","Pronovias White One Dress - <br> Cicely","WOCICELY","1390.00 ",,"Yes",,"Yes"
"prwhonedrbel","Pronovias White One Dress - <br> Elm","WOELM","1270.00 ",,"Yes",,"Yes"
"prwhonedrben","Pronovias White One Dress - <br> Enchanter","WOENCHANTER","1390.00 ",,"Yes",,"Yes"
"prwhonedrbev","Pronovias White One Dress - <br> Everlasting","WOEVERLASTING","1330.00 ",,"Yes",,"Yes"
"prwhonedrbfe","Pronovias White One Dress - <br> Fern","WOFERN","1430.00 ",,"Yes",,"Yes"
"prwhonedrbfi","Pronovias White One Dress - <br> Filipinas","WOFILIPPINAS","1350.00 ",,"Yes",,"Yes"
"prwhonedrbfl","Pronovias White One Dress - <br> Flower","WOFLOWER","1430.00 ",,"Yes",,"Yes"
"prwhonedrbfl1","Pronovias White One Dress - <br> Florus","WOFLORUS","1120.00 ",,"Yes",,"Yes"
"prwhonedrbfo","Pronovias White One Dress - <br> Foamflower","WOFOAMFLOWER","1390.00 ",,"Yes",,"Yes"
"prwhonedrbge","Pronovias White One Dress - <br> Geranium","WOGERANIUM","1190.00 ",,"Yes",,"Yes"
"prwhonedrbge1","Pronovias White One Dress - <br> Gennaria","WOGENNARIA","1250.00 ",,"Yes",,"Yes"
"prwhonedrbgi","Pronovias White One Dress - <br> Gilia","WOGILIA","1430.00 ",,"Yes",,"Yes"
"prwhonedrbgl","Pronovias White One Dress - <br> Gleam","WOGLEAM","1360.00 ",,"Yes",,"Yes"
"prwhonedrbha","Pronovias White One Dress - <br> Harebell","WOHAREBELL","1250.00 ",,"Yes",,"Yes"
"prwhonedrbhe","Pronovias White One Dress - <br> Helen","WOHELEN","1330.00 ",,"Yes",,"Yes"
"prwhonedrbhe1","Pronovias White One Dress - <br> Heath","WOHEATH","1250.00 ",,"Yes",,"Yes"
"prwhonedrbki","Pronovias White One Dress - <br> King","WOKING","1000.00 ",,"Yes",,"Yes"
"prwhonedrbla","Pronovias White One Dress - <br> Laurel","WOLAUREL","1250.00 ",,"Yes",,"Yes"
"prwhonedrbli","Pronovias White One Dress - <br> Lilac","WOLILAC","1300.00 ",,"Yes",,"Yes"
"prwhonedrbli1","Pronovias White One Dress - <br> Lily","WOLILY","1390.00 ",,"Yes",,"Yes"
"prwhonedrblo1","Pronovias White One Dress - <br> Lobelia","WOLOBELIA","1300.00 ",,"Yes",,"Yes"
"prwhonedrbma","Pronovias White One Dress - <br> May","WOMAY","1390.00 ",,"Yes",,"Yes"
"prwhonedrbma1","Pronovias White One Dress - <br> Mandrake","WOMANDRAKE","1390.00 ",,"Yes",,"Yes"
"prwhonedrbme","Pronovias White One Dress - <br> Merrybells","WOMERRYBELLS","1380.00 ",,"Yes",,"Yes"
"prwhonedrbme1","Pronovias White One Dress - <br> Mercury","WOMERCURY","1190.00 ",,"Yes",,"Yes"
"prwhonedrbmi","Pronovias White One Dress - <br> Misteltoe","newitem527537225","1100.00 ",,"Yes",,"Yes"
"prwhonedrbmi1","Pronovias White One Dress - <br> Mint","WOMINT","1150.00 ",,"Yes",,"Yes"
"prwhonedrbmi2","Pronovias White One Dress - <br> Minima","WOMINIMA","1250.00 ",,"Yes",,"Yes"
"prwhonedrbmy","Pronovias White One Dress - <br> Myrtle","WOMYRTLE","1270.00 ",,"Yes",,"Yes"
"prwhonedrbne","Pronovias White One Dress - <br> Nettle","WONETTLE","1250.00 ",,"Yes",,"Yes"
"prwhonedrbni","Pronovias White One Dress - <br> Nightshade","WONIGHTSHADE","1250.00 ",,"Yes",,"Yes"
"prwhonedrbob","Pronovias White One Dress - <br> Obre","WOOBRE","1340.00 ",,"Yes",,"Yes"
"prwhonedrboc","Pronovias White One Dress - <br> Ocret","WOOCRET","1310.00 ",,"Yes",,"Yes"
"prwhonedrbop","Pronovias White One Dress - <br> Opium","WOOPIUM","1260.00 ",,"Yes",,"Yes"
"prwhonedrbor","Pronovias White One Dress - <br> Ordizia","WOORDIZIA","1280.00 ",,"Yes",,"Yes"
"prwhonedrbor1","Pronovias White One Dress - <br> Orense","WOORENSE","1220.00 ",,"Yes",,"Yes"
"prwhonedrbos","Pronovias White One Dress - <br> Ossa","WOOSSA","1420.00 ",,"Yes",,"Yes"
"prwhonedrbot","Pronovias White One Dress - <br> Othenia","WOOTHENIA","1220.00 ",,"Yes",,"Yes"
"prwhonedrbpa","Pronovias White One Dress - <br> Pallida","WOPALLIDA","1330.00 ",,"Yes",,"Yes"
"prwhonedrbpe","Pronovias White One Dress - <br> Petunia","WOPETUNIA","1270.00 ",,"Yes",,"Yes"
"prwhonedrbpi","Pronovias White One Dress - <br> Pixie","WOPIXIE","1190.00 ",,"Yes",,"Yes"
"prwhonedrbpl","Pronovias White One Dress - <br> Plumeria","WOPLUMERIA","1240.00 ",,"Yes",,"Yes"
"prwhonedrbpl1","Pronovias White One Dress - <br> Plhlox","WOPHLOX","1390.00 ",,"Yes",,"Yes"
"prwhonedrbpr","Pronovias White One Dress - <br> Primrose","WOPRIMROSE","1390.00 ",,"Yes",,"Yes"
"prwhonedrbpu","Pronovias White One Dress - <br> Purity","WOPURITY","1150.00 ",,"Yes",,"Yes"
"prwhonedrbra","Pronovias White One Dress - <br> Radiance","WORADIANCE","1390.00 ",,"Yes",,"Yes"
"prwhonedrbro","Pronovias White One Dress - <br> Rosin","WOROSIN","1250.00 ",,"Yes",,"Yes"
"prwhonedrbro1","Pronovias White One Dress - <br> Rose","WOROSE","1150.00 ",,"Yes",,"Yes"
"prwhonedrbro2","Pronovias White One Dress - <br> Robin","WOROBIN","1250.00 ",,"Yes",,"Yes"
"prwhonedrbsc","Pronovias White One Dress - <br> Scarlet","WOSCARLET","1250.00 ",,"Yes",,"Yes"
"prwhonedrbse","Pronovias White One Dress - <br> Sea","WOSEA","1190.00 ",,"Yes",,"Yes"
"prwhonedrbsh","Pronovias White One Dress - <br> Shasta","WOSHASTA","1250.00 ",,"Yes",,"Yes"
"prwhonedrbsp","Pronovias White One Dress - <br> Splendor","WOSPLENDOR","1160.00 ",,"Yes",,"Yes"
"prwhonedrbsu","Pronovias White One Dress - <br> Sundrops","WOSUNDROPS","1150.00 ",,"Yes",,"Yes"
"prwhonedrbtr","Pronovias White One Dress - <br> Trillium","WOTRILLIUM","1190.00 ",,"Yes",,"Yes"
"prwhonedrbtw","Pronovias White One Dress - <br> Twinleaf","WOTWINLEAF","1390.00 ",,"Yes",,"Yes"
"prwhonedrbvi","Pronovias White One Dress - <br> Virginia","WOVIRGINIA","1380.00 ",,"Yes",,"Yes"
"prwhonedrbwa","Pronovias White One Dress - <br> Waterleaf","WOWATERLEAF","1510.00 ",,"Yes",,"Yes"
"prwhonedrbwe","Pronovias White One Dress - <br> Western","WOWESTERN","1300.00 ",,"Yes",,"Yes"
"prwhonedrbwi","Pronovias White One Dress - <br> Willow","WOWILLOW","1250.00 ",,"Yes",,"Yes"
"prwhonewedr","Pronovias White One Wedding Dress - Ama","WOAma","1230.00 ",,"Yes",,"Yes"
"prwhonewedr1","Pronovias White One Wedding Dress - CHELSEA","WOCHELSEA","1495.00 ",,"Yes",,"Yes"
"prwhonewedr2","Pronovias White One Wedding Dress - HALSEY","WOHALSEY","1311.00 ",,"Yes",,"Yes"
"prwhonewedra","Pronovias White One Wedding Dress - Aine","WOAine","1495.00 ",,"Yes",,"Yes"
"prwhonewedra1","Pronovias White One Wedding Dress - Alanis","WOAlanis","1184.00 ",,"Yes",,"Yes"
"prwhonewedra2","Pronovias White One Wedding Dress - Alicai","WOAlicai","1288.00 ",,"Yes",,"Yes"
"prwhonewedra3","Pronovias White One Wedding Dress - Aretha","WOAretha","1315.00 ",,"Yes",,"Yes"
"prwhonewedra4","Pronovias White One Wedding Dress - Ariana","WOAriana","1299.00 ",,"Yes",,"Yes"
"prwhonewedra5","Pronovias White One Wedding Dress - Arlo","WOArlo","1437.00 ",,"Yes",,"Yes"
"prwhonewedra6","Pronovias White One Wedding Dress - Ashley","WOAshley","1495.00 ",,"Yes",,"Yes"
"prwhonewedra7","Pronovias White One Wedding Dress - Avril","WoAvril","1495.00 ",,"Yes",,"Yes"
"prwhonewedrb","Pronovias White One Wedding Dress - Billie","WoBillie","1437.00 ",,"Yes",,"Yes"
"prwhonewedrb1","Pronovias White One Wedding Dress - BRITNEY ","WOBRITNEY","1437.00 ",,"Yes",,"Yes"
"prwhonewedrb2","Pronovias White One Wedding Dress - <br>SAMPLE Anna","SAMPLEANNA","1395.00 ",,"Yes",,"Yes"
"prwhonewedrc1","Pronovias White One Wedding Dress - CARDI","WOCARDI","1380.00 ",,"Yes",,"Yes"
"prwhonewedrc2","Pronovias White One Wedding Dress - CHLOE","WOCHLOE","1529.00 ",,"Yes",,"Yes"
"prwhonewedrd","Pronovias White One Wedding Dress - DEBBIE","WODEBBIE","1184.00 ",,"Yes",,"Yes"
"prwhonewedrd1","Pronovias White One Wedding Dress - DIONNE","WODIONNE","1288.00 ",,"Yes",,"Yes"
"prwhonewedrd2","Pronovias White One Wedding Dress - DOL","WODol","1035.00 ",,"Yes",,"Yes"
"prwhonewedre","Pronovias White One Wedding Dress - ELLA","WOELLA","1495.00 ",,"Yes",,"Yes"
"prwhonewedre1","Pronovias White One Wedding Dress - ETTA","WOETTA","1288.00 ",,"Yes",,"Yes"
"prwhonewedrf","Pronovias White One Wedding Dress - Filipinas","WOFilipinas","1350.00 ",,"Yes",,"Yes"
"prwhonewedrf1","Pronovias White One Wedding Dress - FLOHIO","WOFLOHIO","1288.00 ",,"Yes",,"Yes"
"prwhonewedrf2","Pronovias White One Wedding Dress - Felicidad","WOFelicidad","1300.00 ",,"Yes",,"Yes"
"prwhonewedrf3","Pronovias White One Wedding Dress - FIANA","WOFIANA","1030.00 ",,"Yes",,"Yes"
"prwhonewedrg","Pronovias White One Wedding Dress - GRACE","WoGRACE","1334.00 ",,"Yes",,"Yes"
"prwhonewedrg1","Pronovias White One Wedding Dress - GLORIA","WOGLORIA","1322.00 ",,"Yes",,"Yes"
"prwhonewedrg2","Pronovias White One Wedding Dress - GWEN","WOGWEN","1288.00 ",,"Yes",,"Yes"
"prwhonewedrj","Pronovias White One Wedding Dress - JADE","WOJADE","1334.00 ",,"Yes",,"Yes"
"prwhonewedrj1","Pronovias White One Wedding Dress - Jianna","WOJianna","1035.00 ",,"Yes",,"Yes"
"prwhonewedrj2","Pronovias White One Wedding Dress - JESOLO","WOJESOLO","1035.00 ",,"Yes",,"Yes"
"prwhonewedrk","Pronovias White One Wedding Dress - Kylie","WOKylie","1587.00 ",,"Yes",,"Yes"
"prwhonewedrk2","Pronovias White One Wedding Dress - KARA","WOkara1","1437.00 ",,"Yes",,"Yes"
"prwhonewedrk3","Pronovias White One Wedding Dress - KAREN","WOKAREN","1495.00 ",,"Yes",,"Yes"
"prwhonewedrk4","Pronovias White One Wedding Dress - KEHLANI","WOKEHLANI","1426.00 ",,"Yes",,"Yes"
"prwhonewedrk5","Pronovias White One Wedding Dress - KERI","WOKERI","1587.00 ",,"Yes",,"Yes"
"prwhonewedrk6","Pronovias White One Wedding Dress - KIM","WOKIM","1230.00 ",,"Yes",,"Yes"
"prwhonewedrk7","Pronovias White One Wedding Dress - KODIE","WOKODIE","1437.00 ",,"Yes",,"Yes"
"prwhonewedrl","Pronovias White One Wedding Dress - Lava","WOLava","1529.00 ",,"Yes",,"Yes"
"prwhonewedrl1","Pronovias White One Wedding Dress - LELE","WOLELE","1391.00 ",,"Yes",,"Yes"
"prwhonewedrl2","Pronovias White One Wedding Dress - LION","WOLION","1391.00 ",,"Yes",,"Yes"
"prwhonewedrl3","Pronovias White One Wedding Dress - LIZ","WOLIZ","1322.00 ",,"Yes",,"Yes"
"prwhonewedrn","Pronovias White One Wedding Dress - NICKI","WoNICKI","1380.00 ",,"Yes",,"Yes"
"prwhonewedrn1","Pronovias White One Wedding Dress - NILUFER","WONILUFER","1276.00 ",,"Yes",,"Yes"
"prwhonewedrn2","Pronovias White One Wedding Dress - NINA","WONINA","1242.00 ",,"Yes",,"Yes"
"prwhonewedrn3","Pronovias White One Wedding Dress - NORMANI","WONORMANI","1380.00 ",,"Yes",,"Yes"
"prwhonewedro","Pronovias White One Wedding Dress - Okapi","WOOkapi","1370.00 ",,"Yes",,"Yes"
"prwhonewedro1","Pronovias White One Wedding Dress - OCALA","WOOCALA","1410.00 ",,"Yes",,"Yes"
"prwhonewedrr","Pronovias White One Wedding Dress - RAI","WORAI","1334.00 ",,"Yes",,"Yes"
"prwhonewedrr1","Pronovias White One Wedding Dress - RAVEENA","WORAVEENA","1541.00 ",,"Yes",,"Yes"
"prwhonewedrt","Pronovias White One Wedding Dress - TANA","WOTANA","1035.00 ",,"Yes",,"Yes"
"prwhonewedrt2","Pronovias White One Wedding Dress - TAY","WOTay","1035.00 ",,"Yes",,"Yes"
"rebeccaingram","Rebecca Ingram Wedding Dress - <br> Pearl","RIPEARL","998.00 ",,"Yes",,"Yes"
"rebeccaingram1","Rebecca Ingram Wedding Dress - <br> Rubena","RIRUBENA","1098.00 ",,"Yes",,"Yes"
"rebeccaingram2","Rebecca Ingram Wedding Dress - <br> Sigrid","RISIGRID","1149.00 ",,"Yes",,"Yes"
"reinwebhe","Rebecca Ingram Wedding - <br> Heather","RIHEATHER","1099.00 ",,"Yes",,"Yes"
"reinwebhe1","Rebecca Ingram Wedding - <br> Hesper","RIHESPER","1159.00 ",,"Yes",,"Yes"
"reinwecobyma","Rebecca Ingram <br>Wedding Collection","NULL",,,"No",,"Yes"
"reinwedral","Rebecca Ingram Wedding Dress -  <br>ALICE ","RIALICE","1125.00 ",,"Yes",,"Yes"
"reinwedral1","Rebecca Ingram Wedding Dress ","RI7RS305","1186.00 ",,"Yes",,"Yes"
"reinwedral2","Rebecca Ingram Wedding Dress - <br> ALMA","RIALMA","1125.00 ",,"Yes",,"Yes"
"reinwedramy","Rebecca Ingram Wedding Dress -  <br>AMY","RIAMY","1086.00 ",,"Yes",,"Yes"
"reinwedrar","Rebecca Ingram Wedding Dress - <br> ARDELLE","RRI9RS064","1046.00 ",,"Yes",,"Yes"
"reinwedrarle","Rebecca Ingram Wedding Dress - <br> ARDELLE LEIGH","RI9RS064MC","1086.00 ",,"Yes",,"Yes"
"reinwedrb","Rebecca Ingram Wedding Dress - <br>Leota","RILEOTA","1089.00 ",,"Yes",,"Yes"
"reinwedrb1","Rebecca Ingram Wedding Dress - <br> Alda","RIALDA","1149.00 ",,"Yes",,"Yes"
"reinwedrb2","Rebecca Ingram Wedding Dress - <br>SONOMA","RISONOMA","1149.00 ",,"Yes",,"Yes"
"reinwedrb3","Rebecca Ingram Wedding Dress - <br>Tessa","RITESSA","1079.00 ",,"Yes",,"Yes"
"reinwedrbad","Rebecca Ingram Wedding Dress - <br>SAMPLE Adelaide $839","AdelaideSample","839.00 ",,"Yes",,"Yes"
"reinwedrban","Rebecca Ingram Wedding Dress - <br> Angie","RIANGIE","1149.00 ",,"Yes",,"Yes"
"reinwedrban1","Rebecca Ingram Wedding Dress - <br>SAMPLE Angie","SAMPLEANGIE","1034.00 ",,"Yes",,"Yes"
"reinwedrbau","Rebecca Ingram Wedding Dress - <br> Aubrey","RIAUBREY","989.00 ",,"Yes",,"Yes"
"reinwedrbau1","Rebecca Ingram Wedding Dress - <br> Augusta","RIAUGUSTA","998.00 ",,"Yes",,"Yes"
"reinwedrbbe","Rebecca Ingram Wedding Dress - <br> Belinda","RIBELINDA","1029.00 ",,"Yes",,"Yes"
"reinwedrbbe1","Rebecca Ingram Wedding Dress - <br> Beverly","RIBEVERLY","1098.00 ",,"Yes",,"Yes"
"reinwedrbbo","Rebecca Ingram Wedding Dress - <br> Bobbi","RIBOBBI","899.00 ",,"Yes",,"Yes"
"reinwedrbbr","Rebecca Ingram Wedding Dress - <br> Breanne","RIBREANNE","1149.00 ",,"Yes",,"Yes"
"reinwedrbbr1","Rebecca Ingram Wedding Dress - <br>SAMPLE Breanne","SAMPLEBREANNE","1034.00 ",,"Yes",,"Yes"
"reinwedrbca1","Rebecca Ingram Wedding Dress - <br> Carmen","RICARMEN","860.00 ",,"Yes",,"Yes"
"reinwedrbcal","Rebecca Ingram Wedding Dress - <br> Carrie Leigh","RICARRIELEIGH","978.00 ",,"Yes",,"Yes"
"reinwedrbcal1","Rebecca Ingram Wedding Dress - <br> Carmen Lynette","RICARMENLYNETTE","890.00 ",,"Yes",,"Yes"
"reinwedrbco","Rebecca Ingram Wedding Dress - <br> Cody","RICODY","998.00 ",,"Yes",,"Yes"
"reinwedrbco1","Rebecca Ingram Wedding Dress - <br> Coral","newitem519532342","1019.00 ",,"Yes",,"Yes"
"reinwedrbcol","Rebecca Ingram Wedding Dress - <br> Courtney Leigh","RICOURTNEYLEIGH","1119.00 ",,"Yes",,"Yes"
"reinwedrbda","Rebecca Ingram Wedding Dress - <br> Danica","RIDANICA","919.00 ",,"Yes",,"Yes"
"reinwedrbda1","Rebecca Ingram Wedding Dress - <br> Darby","RIDARBY","849.00 ",,"Yes",,"Yes"
"reinwedrbda2","Rebecca Ingram Wedding Dress - <br> Dallas","RIDALLAS","1029.00 ",,"Yes",,"Yes"
"reinwedrbe","Rebecca Ingram Wedding Dress - <br> BETHANY","RI9RW909","996.00 ",,"Yes",,"Yes"
"reinwedrbel","Rebecca Ingram Wedding Dress - <br> Elizabetta","RIELIZABETTA","1069.00 ",,"Yes",,"Yes"
"reinwedrbel1","Rebecca Ingram Wedding Dress - <br> Ellen","RIELLEN","1029.00 ",,"Yes",,"Yes"
"reinwedrbel2","Rebecca Ingram Wedding Dress - <br>SAMPLE Ellen","SAMPLEELLEN","926.00 ",,"Yes",,"Yes"
"reinwedrbel3","Rebecca Ingram Wedding Dress - <br>SAMPLE Elizabetta","SAMPLEELIZABETTA","962.00 ",,"Yes",,"Yes"
"reinwedrbes","Rebecca Ingram Wedding Dress - <br> Esmeralda","RIESMERALDA","1098.00 ",,"Yes",,"Yes"
"reinwedrbfa","Rebecca Ingram Wedding Dress - <br> Fantasia","RIFANTASIA","1079.00 ",,"Yes",,"Yes"
"reinwedrbfa1","Rebecca Ingram Wedding Dress - <br> Faustine","RIFAUSTINE","1098.00 ",,"Yes",,"Yes"
"reinwedrbfl","Rebecca Ingram Wedding Dress - <br> Florina","RIFLORINA","1119.00 ",,"Yes",,"Yes"
"reinwedrbfl1","Rebecca Ingram Wedding Dress - <br> Flora","RIFLORA","1029.00 ",,"Yes",,"Yes"
"reinwedrbfo","Rebecca Ingram Wedding Dress - <br> Forrest","RIFORREST","1159.00 ",,"Yes",,"Yes"
"reinwedrbfol","Rebecca Ingram Wedding Dress - <br> Forrest Lynette","RIFORRESTLYNETTE","1179.00 ",,"Yes",,"Yes"
"reinwedrbge","Rebecca Ingram Wedding Dress - <br> Georgia","RIGEORGIA","1079.00 ",,"Yes",,"Yes"
"reinwedrbha","Rebecca Ingram Wedding Dress - <br> Hattie","RIHATTIE","1119.00 ",,"Yes",,"Yes"
